room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
6977913,1360,36591963,Entire home/apt,,Frankfurt,,Westend-Süd,0,0.0,2,1.0,,46.0,,2017-06-22 15:27:38.253816,50.111435,8.658257,0101000020E6100000E5B9BE0F075121409C508880430E4940
12709699,1360,4586451,Entire home/apt,,Frankfurt,,Bornheim,7,4.5,2,1.0,,53.0,,2017-06-22 15:27:38.250895,50.123439,8.706099,0101000020E6100000037AE1CE85692140850662D9CC0F4940
19125713,1360,1772906,Entire home/apt,,Frankfurt,,Oberrad,0,0.0,2,1.0,,52.0,,2017-06-22 15:27:38.248568,50.101988,8.72802,0101000020E6100000F8AA9509BF742140CF4A5AF10D0D4940
5513868,1360,25976818,Entire home/apt,,Frankfurt,,Sossenheim,10,4.5,4,8.0,,58.0,,2017-06-22 15:27:38.245372,50.12004,8.568422,0101000020E610000061A75835082321401E1B81785D0F4940
11751679,1360,1329022,Entire home/apt,,Frankfurt,,Bornheim,11,4.5,2,0.0,,52.0,,2017-06-22 15:27:38.239322,50.125522,8.700531,0101000020E610000019ABCDFFAB662140D976DA1A11104940
18996808,1360,3017135,Entire home/apt,,Frankfurt,,Bockenheim,0,0.0,4,1.0,,62.0,,2017-06-22 15:27:38.236942,50.121936,8.626626,0101000020E610000087A5811FD54021403F1A4E999B0F4940
17925417,1360,122905373,Entire home/apt,,Frankfurt,,Ostend,3,5.0,1,1.0,,58.0,,2017-06-22 15:27:38.234674,50.11255,8.699511,0101000020E61000006F62484E266621401895D409680E4940
7793296,1360,157854,Entire home/apt,,Frankfurt,,Nordend-West,2,0.0,2,0.0,,56.0,,2017-06-22 15:27:38.232236,50.130359,8.690234,0101000020E6100000AE2CD15966612140A0DE8C9AAF104940
18948598,1360,43934315,Entire home/apt,,Frankfurt,,Bahnhofsviertel,0,0.0,1,0.0,,49.0,,2017-06-22 15:27:38.228009,50.11036,8.665774,0101000020E6100000E10D6954E0542140AE64C746200E4940
5038845,1360,26011822,Entire home/apt,,Frankfurt,,Innenstadt,7,4.5,2,1.0,,48.0,,2017-06-22 15:27:38.203497,50.109054,8.690327,0101000020E61000007217618A72612140BEBF417BF50D4940
16894968,1360,39534791,Entire home/apt,,Frankfurt,,Bockenheim,0,0.0,2,1.0,,60.0,,2017-06-22 15:27:36.500064,50.121633,8.641528,0101000020E6100000C3EFA65B76482140A48E8EAB910F4940
8176427,1360,7670428,Entire home/apt,,Frankfurt,,Dornbusch,0,0.0,2,1.0,,46.0,,2017-06-22 15:27:36.497413,50.141919,8.66788,0101000020E6100000124E0B5EF45521402CD7DB662A124940
19114977,1360,133567403,Entire home/apt,,Frankfurt,,Nordend-Ost,0,0.0,1,1.0,,58.0,,2017-06-22 15:27:36.493661,50.121882,8.690914,0101000020E610000074B2D47ABF6121404CFC51D4990F4940
10966673,1360,35447205,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,0,0.0,1,1.0,,52.0,,2017-06-22 15:27:36.490383,50.09837,8.677598,0101000020E610000086AB0320EE5A21402A745E63970C4940
19151657,1360,61363217,Entire home/apt,,Frankfurt,,Eschersheim,0,0.0,1,1.0,,57.0,,2017-06-22 15:27:36.484518,50.15417,8.664308,0101000020E61000003DF19C2D205421401D03B2D7BB134940
7506015,1360,38313405,Entire home/apt,,Frankfurt,,Unterliederbach,0,0.0,2,2.0,,58.0,,2017-06-22 15:27:36.480494,50.108464,8.539829,0101000020E610000061DD7877641421408C65FA25E20D4940
9541988,1360,49419749,Entire home/apt,,Frankfurt,,Westend-Nord,0,0.0,2,1.0,,58.0,,2017-06-22 15:27:36.473080,50.12461,8.673621,0101000020E610000032CC09DAE458214095607138F30F4940
7718829,1360,5630538,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,17,4.5,2,1.0,,52.0,,2017-06-22 15:27:36.444585,50.0987,8.667255,0101000020E61000005A2F8672A2552140BF0E9C33A20C4940
11342885,1360,21162368,Entire home/apt,,Frankfurt,,Niederrad,0,0.0,1,1.0,,52.0,,2017-06-22 15:27:33.856860,50.093045,8.655523,0101000020E6100000378DEDB5A04F2140350708E6E80B4940
13691549,1360,6054097,Entire home/apt,,Frankfurt,,Bornheim,5,5.0,2,1.0,,52.0,,2017-06-22 15:27:33.852397,50.124962,8.706513,0101000020E6100000CF656A12BC692140129F3BC1FE0F4940
7043869,1360,36934163,Entire home/apt,,Frankfurt,,Sachsenhausen-S.,0,0.0,2,2.0,,49.0,,2017-06-22 15:27:33.849544,50.096386,8.698182,0101000020E6100000CE4F711C7865214069E55E60560C4940
9189030,1360,37236740,Entire home/apt,,Frankfurt,,Ostend,4,4.5,1,1.0,,44.0,,2017-06-22 15:27:33.832028,50.117051,8.710393,0101000020E61000005A9D9CA1B86B2140677BF486FB0E4940
4684278,1360,21412318,Entire home/apt,,Frankfurt,,Bockenheim,1,0.0,2,1.0,,58.0,,2017-06-22 15:27:33.823979,50.122947,8.639979,0101000020E6100000EA40D653AB472140171230BABC0F4940
14742567,1360,11807640,Entire home/apt,,Frankfurt,,Nordend-Ost,5,4.5,3,1.0,,49.0,,2017-06-22 15:27:33.821008,50.119628,8.694687,0101000020E6100000A7E9B303AE632140CBD765F84F0F4940
15841613,1360,102222119,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,1,0.0,2,1.0,,52.0,,2017-06-22 15:27:33.816195,50.106588,8.691355,0101000020E610000027DA5548F9612140B212F3ACA40D4940
10769531,1360,55701288,Entire home/apt,,Frankfurt,,Innenstadt,5,4.5,2,2.0,,60.0,,2017-06-22 15:27:33.811468,50.116908,8.686025,0101000020E6100000107A36AB3E5F2140055262D7F60E4940
5038809,1360,4695197,Entire home/apt,,Frankfurt,,Nordend-Ost,0,0.0,2,1.0,,58.0,,2017-06-22 15:27:33.808652,50.127203,8.694774,0101000020E6100000E338F06AB9632140FF791A3048104940
6781170,1360,33667381,Entire home/apt,,Frankfurt,,Bahnhofsviertel,2,0.0,3,1.0,,52.0,,2017-06-22 15:27:33.806032,50.105313,8.66922,0101000020E610000082A8FB00A4562140FD6B79E57A0D4940
8233878,1360,36683775,Entire home/apt,,Frankfurt,,Griesheim,1,0.0,3,1.0,,44.0,,2017-06-22 15:27:33.801503,50.106593,8.600769,0101000020E6100000B8E68EFE97332140C37DE4D6A40D4940
14261529,1360,42129455,Entire home/apt,,Frankfurt,,Nordend-Ost,3,4.5,2,0.0,,56.0,,2017-06-22 15:27:33.799134,50.128556,8.699937,0101000020E61000004D8578245E66214030DAE38574104940
3713462,1360,11220230,Entire home/apt,,Frankfurt,,Gallus,0,0.0,2,1.0,,52.0,,2017-06-22 15:27:33.786636,50.105503,8.651475,0101000020E6100000BD5296218E4D2140A0504F1F810D4940
17494483,1360,65310088,Entire home/apt,,Frankfurt,,Zeilsheim,2,0.0,2,1.0,,45.0,,2017-06-22 15:27:31.164437,50.097883,8.492026,0101000020E61000003A90F5D4EAFB2040CDEA1D6E870C4940
10664450,1360,55086766,Entire home/apt,,Frankfurt,,Nordend-West,11,5.0,2,1.0,,58.0,,2017-06-22 15:27:31.159804,50.123622,8.677592,0101000020E6100000FE0FB056ED5A214076887FD8D20F4940
19078653,1360,27352580,Entire home/apt,,Frankfurt,,Oberrad,0,0.0,2,1.0,,45.0,,2017-06-22 15:27:31.156058,50.100649,8.724577,0101000020E61000001ADEACC1FB72214003B00111E20C4940
11416069,1360,56161115,Entire home/apt,,Frankfurt,,Gallus,1,0.0,3,1.0,,57.0,,2017-06-22 15:27:31.151707,50.106195,8.644918,0101000020E610000016342DB1324A2140D6FF39CC970D4940
8031984,1360,13230413,Entire home/apt,,Frankfurt,,Nordend-West,18,4.5,2,1.0,,58.0,,2017-06-22 15:27:31.138510,50.123835,8.677224,0101000020E6100000F321A81ABD5A2140D28C45D3D90F4940
2890522,1360,5401172,Entire home/apt,,Frankfurt,,Nordend-Ost,8,4.5,1,1.0,,58.0,,2017-06-22 15:27:31.130874,50.119273,8.696613,0101000020E6100000D8EF8975AA642140DD257156440F4940
17494752,1360,118544758,Entire home/apt,,Frankfurt,,Schwanheim,0,0.0,2,1.0,,46.0,,2017-06-22 15:27:28.786911,50.080193,8.622759,0101000020E61000004F948444DA3E21401F2FA4C3430A4940
8768791,1360,45974987,Entire home/apt,,Frankfurt,,Gallus,3,4.0,2,1.0,,49.0,,2017-06-22 15:27:28.782648,50.101862,8.638265,0101000020E6100000E65C8AABCA462140425A63D0090D4940
19113906,1360,77913791,Entire home/apt,,Frankfurt,,Nordend-West,0,0.0,2,1.0,,61.0,,2017-06-22 15:27:28.780502,50.127448,8.685249,0101000020E6100000C13BF9F4D85E214066F84F3750104940
16951658,1360,55523698,Entire home/apt,,Frankfurt,,Bornheim,1,0.0,2,1.0,,50.0,,2017-06-22 15:27:28.769639,50.124067,8.715345,0101000020E6100000D8B628B3416E2140A4C16D6DE10F4940
16049565,1360,19578010,Entire home/apt,,Frankfurt,,Ostend,12,4.5,3,1.0,,46.0,,2017-06-22 15:27:28.761220,50.116724,8.700117,0101000020E61000004DBF44BC756621404354E1CFF00E4940
3056034,1360,1706130,Entire home/apt,,Frankfurt,,Rödelheim,2,0.0,2,1.0,,45.0,,2017-06-22 15:27:27.100013,50.124999,8.607549,0101000020E61000005D6F9BA91037214030849CF7FF0F4940
11674455,1360,49812111,Entire home/apt,,Frankfurt,,Nordend-West,1,0.0,2,0.0,,46.0,,2017-06-22 15:27:25.109726,50.12225,8.68348,0101000020E6100000AEF02E17F15D2140CFF753E3A50F4940
18056179,1360,8337418,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,0,0.0,2,1.0,,58.0,,2017-06-22 15:27:25.107586,50.091489,8.674544,0101000020E6100000116DC7D45D592140CD785BE9B50B4940
8697458,1360,45661305,Entire home/apt,,Frankfurt,,Gallus,0,0.0,2,1.0,,58.0,,2017-06-22 15:27:25.103121,50.102468,8.636155,0101000020E6100000AF5FB01BB64521407A71E2AB1D0D4940
7525232,1360,2297103,Entire home/apt,,Frankfurt,,Altstadt,11,5.0,2,1.0,,56.0,,2017-06-22 15:27:25.090046,50.109998,8.678514,0101000020E61000009CC1DF2F665B21400D501A6A140E4940
11432948,1360,47470295,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,6,4.5,2,1.0,,46.0,,2017-06-22 15:27:25.083340,50.106193,8.68883,0101000020E6100000E2016553AE602140350873BB970D4940
6952700,1360,25528979,Entire home/apt,,Frankfurt,,Rödelheim,0,0.0,2,1.0,,58.0,,2017-06-22 15:27:25.063168,50.132471,8.616493,0101000020E6100000056D72F8A43B21408F554ACFF4104940
16703612,1360,105340996,Entire home/apt,,Frankfurt,,Bockenheim,3,4.5,1,1.0,,46.0,,2017-06-22 15:27:25.060846,50.120446,8.641243,0101000020E6100000EE93A300514821408E7747C66A0F4940
18337335,1360,43440386,Entire home/apt,,Frankfurt,,Ostend,2,0.0,1,0.0,,46.0,,2017-06-22 15:27:25.058628,50.121699,8.70892,0101000020E6100000EDF5EE8FF76A21405B7A34D5930F4940
6394004,1360,15276323,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,10,4.5,2,1.0,,56.0,,2017-06-22 15:27:25.053238,50.094239,8.671543,0101000020E610000028B7ED7BD4572140FE800706100C4940
17330192,1360,116998332,Entire home/apt,,Frankfurt,,Bockenheim,3,5.0,2,1.0,,49.0,,2017-06-22 15:27:23.660597,50.125719,8.635401,0101000020E6100000FFB0A547534521402FBE688F17104940
7358451,1360,20059081,Entire home/apt,,Frankfurt,,Bockenheim,6,4.5,3,1.0,,52.0,,2017-06-22 15:27:23.650431,50.120688,8.649888,0101000020E61000002E20B41EBE4C2140848252B4720F4940
17919365,1360,54653678,Entire home/apt,,Frankfurt,,Eckenheim,5,5.0,4,2.0,,58.0,,2017-06-22 15:27:23.645222,50.149917,8.689409,0101000020E6100000D9226937FA602140A60EF27A30134940
18400278,1360,1621719,Entire home/apt,,Frankfurt,,Nordend-Ost,0,0.0,2,2.0,,57.0,,2017-06-22 15:27:23.617676,50.124046,8.692476,0101000020E6100000A087DA368C6221408D9944BDE00F4940
18632253,1360,36127596,Entire home/apt,,Frankfurt,,Westend-Süd,3,5.0,1,1.0,,58.0,,2017-06-22 15:27:23.615348,50.112138,8.662055,0101000020E61000007B4E7ADFF8522140C651B9895A0E4940
5212614,1360,26966436,Entire home/apt,,Frankfurt,,Seckbach,1,0.0,2,1.0,,61.0,,2017-06-22 15:27:23.609695,50.145257,8.724523,0101000020E61000004D66BCADF4722140EE4108C897124940
16921151,1360,55707692,Entire home/apt,,Frankfurt,,Gallus,2,0.0,2,1.0,,58.0,,2017-06-22 15:27:23.596543,50.106743,8.631412,0101000020E6100000999A046F48432140D9092FC1A90D4940
19236643,1360,64011199,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,0,0.0,4,1.0,,56.0,,2017-06-22 15:27:23.588463,50.106671,8.68892,0101000020E6100000E21E4B1FBA6021403F373465A70D4940
11866639,1360,63259314,Entire home/apt,,Frankfurt,,Bornheim,2,0.0,2,2.0,,56.0,,2017-06-22 15:27:23.553151,50.132222,8.710665,0101000020E6100000DDD26A48DC6B2140E6E786A6EC104940
4216263,1360,21881654,Entire home/apt,,Frankfurt,,Sachsenhausen-S.,1,0.0,2,0.0,,46.0,,2017-06-22 15:27:23.545764,50.095985,8.685302,0101000020E61000004CC45BE7DF5E21400AF4893C490C4940
15944826,1360,64777730,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,7,4.5,3,1.0,,52.0,,2017-06-22 15:27:23.536759,50.103226,8.696945,0101000020E6100000B0389CF9D5642140670C7382360D4940
8158011,1360,43065343,Entire home/apt,,Frankfurt,,Nordend-West,7,5.0,2,1.0,,58.0,,2017-06-22 15:27:20.037155,50.124038,8.684998,0101000020E61000009CA6CF0EB85E21400ABB287AE00F4940
19308002,1360,40357626,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,0,0.0,2,1.0,,49.0,,2017-06-22 15:27:20.034518,50.104287,8.692744,0101000020E61000001D007157AF622140F032C346590D4940
12429435,1360,1010347,Entire home/apt,,Frankfurt,,Nordend-Ost,6,4.5,3,1.0,,43.0,,2017-06-22 15:27:20.030769,50.121305,8.698914,0101000020E6100000DF6E490ED8652140AFEB17EC860F4940
18909464,1360,63075178,Entire home/apt,,Frankfurt,,Sachsenhausen-S.,2,0.0,2,0.0,,60.0,,2017-06-22 15:27:19.994990,50.08778,8.654467,0101000020E61000005A9F724C164F2140179F02603C0B4940
17520084,1360,93613956,Entire home/apt,,Frankfurt,,Bockenheim,3,5.0,1,1.0,,50.0,,2017-06-22 15:27:19.992934,50.114901,8.633382,0101000020E610000009C03FA54A4421408CA37213B50E4940
10148176,1360,44355936,Entire home/apt,,Frankfurt,,Bockenheim,0,0.0,2,1.0,,52.0,,2017-06-22 15:27:19.988593,50.128681,8.627704,0101000020E610000003232F6B62412140EC4E779E78104940
6584612,1360,19784817,Entire home/apt,,Frankfurt,,Nordend-West,1,0.0,2,1.0,,58.0,,2017-06-22 15:27:19.984270,50.124632,8.688584,0101000020E6100000051901158E6021407D04FEF0F30F4940
13697440,1360,79813573,Entire home/apt,,Frankfurt,,Innenstadt,2,0.0,2,1.0,,58.0,,2017-06-22 15:27:19.981526,50.117397,8.676164,0101000020E61000001077F52A325A214002D369DD060F4940
14006817,1360,6423018,Entire home/apt,,Frankfurt,,Bornheim,1,0.0,2,1.0,,55.0,,2017-06-22 15:27:19.971107,50.123261,8.703601,0101000020E6100000A5DDE8633E682140A6EF3504C70F4940
4391527,1360,6038296,Entire home/apt,,Frankfurt,,Westend-Nord,18,4.0,2,1.0,,52.0,,2017-06-22 15:27:17.834553,50.123344,8.667338,0101000020E610000090C18A53AD552140341477BCC90F4940
5336270,1360,6267636,Entire home/apt,,Frankfurt,,Ginnheim,11,4.5,5,1.0,,58.0,,2017-06-22 15:27:17.827223,50.146001,8.659297,0101000020E6100000ABB35A608F51214076172829B0124940
19204218,1360,101924493,Entire home/apt,,Frankfurt,,Bockenheim,0,0.0,2,1.0,,52.0,,2017-06-22 15:27:17.823670,50.118111,8.633682,0101000020E6100000B42094F7714421402026E1421E0F4940
6953323,1360,36057097,Entire home/apt,,Frankfurt,,Eschersheim,1,0.0,2,1.0,,46.0,,2017-06-22 15:27:17.821203,50.157305,8.654388,0101000020E61000002ACAA5F10B4F2140A73FFB9122144940
8214631,1360,34759176,Entire home/apt,,Frankfurt,,Niederursel,1,0.0,2,2.0,,58.0,,2017-06-22 15:27:17.818695,50.173596,8.615306,0101000020E6100000AE105663093B2140B45BCB6438164940
15557963,1360,16825383,Entire home/apt,,Frankfurt,,Ostend,13,4.5,2,1.0,,46.0,,2017-06-22 15:27:17.816438,50.116671,8.71266,0101000020E6100000B05582C5E16C214020B24813EF0E4940
17707077,1360,113962767,Entire home/apt,,Frankfurt,,Niederrad,13,5.0,3,1.0,,45.0,,2017-06-22 15:27:17.814014,50.083882,8.649256,0101000020E6100000AB764D486B4C21408E5C37A5BC0A4940
16497146,1360,5093011,Entire home/apt,,Frankfurt,,Sossenheim,7,4.5,2,1.0,,46.0,,2017-06-22 15:27:17.807994,50.122572,8.572543,0101000020E6100000821B295B24252140E1B37570B00F4940
11507730,1360,11848252,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,1,0.0,2,1.0,,44.0,,2017-06-22 15:27:17.805871,50.102451,8.678675,0101000020E6100000C139234A7B5B2140A438471D1D0D4940
13052243,1360,13400994,Entire home/apt,,Frankfurt,,Heddernheim,9,5.0,2,1.0,,57.0,,2017-06-22 15:27:17.803610,50.151192,8.63029,0101000020E6100000DFFDF15EB54221405BB56B425A134940
18517003,1360,34136051,Entire home/apt,,Frankfurt,,Bockenheim,2,0.0,3,1.0,,55.0,,2017-06-22 15:27:17.801370,50.126971,8.625607,0101000020E61000001F4C8A8F4F4021402C45F29540104940
18282135,1360,76348244,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,4,5.0,4,1.0,,48.0,,2017-06-22 15:27:15.845092,50.106303,8.691457,0101000020E6100000382EE3A606622140BC3B32569B0D4940
18892943,1360,131647059,Entire home/apt,,Frankfurt,,Gallus,0,0.0,1,0.0,,58.0,,2017-06-22 15:27:15.840091,50.107477,8.6514,0101000020E6100000933A014D844D21403E096CCEC10D4940
16073519,1360,72108195,Entire home/apt,,Frankfurt,,Innenstadt,9,5.0,2,1.0,,58.0,,2017-06-22 15:27:15.836288,50.115831,8.692116,0101000020E6100000A11342075D622140766EDA8CD30E4940
6720273,1360,35189401,Entire home/apt,,Frankfurt,,Nordend-Ost,0,0.0,4,2.0,,231.0,,2017-06-22 15:29:57.389466,50.127747,8.694364,0101000020E61000001C0A9FAD83632140C09481035A104940
14911870,1360,4867544,Entire home/apt,,Frankfurt,,Flughafen,0,0.0,6,1.0,,276.0,,2017-06-22 15:29:57.381671,50.024792,8.590014,0101000020E6100000425DA450162E2140E9995E622C034940
11649277,1360,33871903,Entire home/apt,,Frankfurt,,Nordend-West,2,0.0,4,2.0,,276.0,,2017-06-22 15:29:57.379612,50.123495,8.681015,0101000020E6100000BF2B82FFAD5C2140191C25AFCE0F4940
838624,1360,4381266,Entire home/apt,,Frankfurt,,Gutleutviertel,3,5.0,2,1.0,,207.0,,2017-06-22 15:29:55.234203,50.101222,8.659567,0101000020E6100000AA0A0DC4B25121405FD1ADD7F40C4940
18535009,1360,124563328,Entire home/apt,,Frankfurt,,Preungesheim,0,0.0,4,1.0,,242.0,,2017-06-22 15:29:55.231937,50.147381,8.696007,0101000020E6100000FB928D075B642140A1866F61DD124940
13277167,1360,52071863,Entire home/apt,,Frankfurt,,Westend-Süd,0,0.0,2,2.0,,285.0,,2017-06-22 15:29:55.229099,50.116576,8.670163,0101000020E61000007FFACF9A1F572140CFBF5DF6EB0E4940
9665867,1360,40649539,Entire home/apt,,Frankfurt,,Westend-Süd,0,0.0,3,1.0,,230.0,,2017-06-22 15:29:55.226603,50.120806,8.675181,0101000020E6100000DBC2F352B15921408E942D92760F4940
8305579,1360,43790419,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,0,0.0,2,1.0,,217.0,,2017-06-22 15:29:55.223693,50.092002,8.664764,0101000020E6100000C51D6FF25B5421405395B6B8C60B4940
12727594,1360,30661525,Entire home/apt,,Frankfurt,,Nordend-West,0,0.0,5,2.0,,288.0,,2017-06-22 15:29:55.220830,50.125589,8.680721,0101000020E61000009D668176875C214061DEE34C13104940
4241276,1360,10446341,Entire home/apt,,Frankfurt,,Ostend,0,0.0,2,0.0,,253.0,,2017-06-22 15:29:55.217080,50.117102,8.698738,0101000020E6100000E5F1B4FCC0652140EA25C632FD0E4940
6738292,1360,10026089,Entire home/apt,,Frankfurt,,Gallus,0,0.0,2,1.0,,288.0,,2017-06-22 15:29:55.212203,50.107521,8.650202,0101000020E61000006C96CB46E74C21400D51853FC30D4940
13080714,1360,6213877,Entire home/apt,,Frankfurt,,Gallus,3,5.0,4,1.0,,230.0,,2017-06-22 15:29:55.209762,50.100298,8.637461,0101000020E61000006FF3C6496146214057ED9A90D60C4940
13030029,1360,22652025,Entire home/apt,,Frankfurt,,Griesheim,0,0.0,4,1.0,,286.0,,2017-06-22 15:29:55.206606,50.096023,8.600356,0101000020E61000002DEA93DC61332140F8544E7B4A0C4940
11971013,1360,34308098,Entire home/apt,,Frankfurt,,Bockenheim,0,0.0,2,1.0,,231.0,,2017-06-22 15:29:55.202369,50.117312,8.631051,0101000020E61000005837DE1D19432140D4B66114040F4940
7499534,1360,29975130,Entire home/apt,,Frankfurt,,Gallus,73,4.0,4,2.0,,231.0,,2017-06-22 15:29:55.199212,50.102222,8.644182,0101000020E610000000581D39D24921404277499C150D4940
9209522,1360,3583774,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,6,4.5,2,1.0,,207.0,,2017-06-22 15:29:55.195111,50.102945,8.681842,0101000020E6100000161406651A5D2140B324404D2D0D4940
18882470,1360,131582158,Entire home/apt,,Frankfurt,,Bahnhofsviertel,0,0.0,9,4.0,,220.0,,2017-06-22 15:29:52.573179,50.109329,8.67099,0101000020E6100000D6E253008C57214090C01F7EFE0D4940
8246638,1360,7456725,Entire home/apt,,Frankfurt,,Gallus,0,0.0,3,1.0,,225.0,,2017-06-22 15:29:52.570605,50.10871,8.646565,0101000020E6100000FB7953910A4B2140C45F9335EA0D4940
8307529,1360,6028587,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,0,0.0,4,2.0,,230.0,,2017-06-22 15:29:52.564894,50.105586,8.694243,0101000020E610000030F488D1736321402E7590D7830D4940
1179930,1360,3541697,Entire home/apt,,Frankfurt,,Gutleutviertel,45,5.0,4,1.0,,230.0,,2017-06-22 15:29:52.559901,50.101233,8.663969,0101000020E61000009B1DA9BEF35321405323F433F50C4940
15514775,1360,49229064,Entire home/apt,,Frankfurt,,Bahnhofsviertel,0,0.0,3,2.0,,207.0,,2017-06-22 15:29:52.557302,50.109418,8.661467,0101000020E610000037C478CDAB522140FFCBB568010E4940
17216968,1360,57136216,Entire home/apt,,Frankfurt,,Bockenheim,3,5.0,3,1.0,,230.0,,2017-06-22 15:29:52.554282,50.111282,8.628169,0101000020E6100000D8B8FE5D9F4121401651137D3E0E4940
7414302,1360,38841334,Entire home/apt,,Frankfurt,,Bockenheim,0,0.0,2,1.0,,253.0,,2017-06-22 15:29:52.552076,50.123055,8.643963,0101000020E610000008ABB184B5492140FD4D2844C00F4940
17435693,1360,117967590,Entire home/apt,,Frankfurt,,Gallus,13,5.0,4,2.0,,260.0,,2017-06-22 15:29:52.549014,50.106853,8.633019,0101000020E6100000467EFD101B442140603DEE5BAD0D4940
11875377,1360,63319900,Entire home/apt,,Frankfurt,,Gallus,53,4.5,6,3.0,,288.0,,2017-06-22 15:29:52.546552,50.107755,8.653955,0101000020E6100000821C9430D34E2140807D74EACA0D4940
12623183,1360,68534400,Entire home/apt,,Frankfurt,,Altstadt,5,5.0,2,1.0,,265.0,,2017-06-22 15:29:52.544273,50.109102,8.678141,0101000020E61000004A27124C355B2140CFF6E80DF70D4940
8706803,1360,43490262,Entire home/apt,,Frankfurt,,Gallus,19,4.5,3,1.0,,231.0,,2017-06-22 15:29:52.541856,50.107752,8.628574,0101000020E6100000583B8A73D44121400F0A4AD1CA0D4940
19321428,1360,14400688,Entire home/apt,,Frankfurt,,Bornheim,0,0.0,2,1.0,,231.0,,2017-06-22 15:29:52.537018,50.128038,8.710482,0101000020E610000019CBF44BC46B21409752978C63104940
10803913,1360,38461119,Entire home/apt,,Frankfurt,,Bockenheim,18,5.0,6,3.0,,260.0,,2017-06-22 15:29:52.534199,50.113456,8.620911,0101000020E61000000C74ED0BE83D21407AC4E8B9850E4940
15579086,1360,28449850,Entire home/apt,,Frankfurt,,Bahnhofsviertel,3,5.0,2,1.0,,219.0,,2017-06-22 15:29:52.528132,50.105803,8.671244,0101000020E6100000BF45274BAD572140CB68E4F38A0D4940
18084603,1360,124536086,Entire home/apt,,Frankfurt,,Nordend-West,1,0.0,7,3.0,,193.0,,2017-06-22 15:29:50.400035,50.120426,8.687668,0101000020E6100000EF0225051660214047CB811E6A0F4940
13239418,1360,53829597,Entire home/apt,,Frankfurt,,Gallus,2,0.0,2,1.0,,206.0,,2017-06-22 15:29:50.390290,50.107891,8.639833,0101000020E61000009ACDE3309847214031444E5FCF0D4940
1354496,1360,7351624,Entire home/apt,,Frankfurt,,Nordend-West,4,5.0,2,1.0,,191.0,,2017-06-22 15:29:50.384803,50.125624,8.678777,0101000020E6100000D28DB0A8885B2140DECB7D7214104940
2650427,1360,12852266,Entire home/apt,,Frankfurt,,Gutleutviertel,14,5.0,4,3.0,,195.0,,2017-06-22 15:29:50.379328,50.099551,8.662144,0101000020E6100000397CD289045321405DA45016BE0C4940
13819141,1360,3386731,Entire home/apt,,Frankfurt,,Gutleutviertel,14,5.0,4,1.0,,202.0,,2017-06-22 15:29:50.375113,50.100843,8.6612,0101000020E6100000FB3A70CE88522140E883656CE80C4940
11265744,1360,56947200,Entire home/apt,,Frankfurt,,Gallus,21,5.0,4,1.0,,195.0,,2017-06-22 15:29:50.372259,50.102643,8.630291,0101000020E610000020ED7F80B5422140E814E467230D4940
16300181,1360,73917627,Entire home/apt,,Frankfurt,,Sachsenhausen-N.,11,5.0,4,2.0,,195.0,,2017-06-22 15:29:50.369929,50.10614,8.699253,0101000020E610000081423D7D046621401366DAFE950D4940
17712750,1360,10005942,Entire home/apt,,Frankfurt,,Westend-Süd,3,5.0,2,1.0,,195.0,,2017-06-22 15:29:50.367361,50.115787,8.662666,0101000020E61000009F573CF548532140A626C11BD20E4940
4120863,1360,9093734,Entire home/apt,,Frankfurt,,Sachsenhausen-S.,0,0.0,6,3.0,,144.0,,2017-06-22 15:29:48.354052,50.096286,8.684216,0101000020E6100000C4CC3E8F515E214005888219530C4940
498409,1360,2387219,Entire home/apt,,Frankfurt,,Bockenheim,0,0.0,2,1.0,,155.0,,2017-06-22 15:29:48.351752,50.119031,8.622635,0101000020E61000009FB0C403CA3E2140E71A66683C0F4940
16092787,1360,33986819,Entire home/apt,,Frankfurt,,Ostend,1,0.0,7,1.0,,174.0,,2017-06-22 15:29:48.349486,50.118261,8.708673,0101000020E6100000CD1DFD2FD76A214035B22B2D230F4940
5841318,1360,16287801,Entire home/apt,,Frankfurt,,Gallus,5,5.0,2,1.0,,149.0,,2017-06-22 15:29:48.347100,50.108075,8.661681,0101000020E6100000E7C41EDAC7522140F241CF66D50D4940
15185889,1360,4962540,Entire home/apt,,Frankfurt,,Nordend-Ost,3,5.0,4,2.0,,184.0,,2017-06-22 15:29:48.334612,50.127735,8.693142,0101000020E6100000D3F71A82E3622140FCC6D79E59104940
